text1	text2	score
500kW以上で平均1,200万円削減	新電力の電気料金比較サイト	2.67
2週間無料おためしキャンペーン	冬得：1回無料＆入会金50%	2.67
エンリッチリフトEX	VC100ローション付きセット	2.67
今ならお得なキャンペーン中	0円から始められるPOSレジ	2.67
手続きサポート／まずはご相談	新電力で電気代が安くなることも	2.67
自宅で学べる雑誌を無料でお届け	妊婦さん全員に無料プレゼント	2.67
掲載ご検討の企業様へ	24時間電話もWEBも相談可	2.67
観月ありさ愛用	TVCM放映中	2.67
【2020年死亡保険ランキング】	今、オンライン保険相談が大人気	2.67
初回限定お得なセットあり	公式ホームページ	2.67
おまとめローンで総返済額軽減も	2021年9月最新ランキング	2.67
国内販売金額シェアNo.1ブランド	燃料補充が不要でお手入れ簡単	2.67
GALLERIA Spring Start Dash	組み合わせ自由のBTOパソコン	2.67
最大300万円までお借入れ可能	手続きはスマホでOK	2.67
7月末まで:2週間完全無料体験	試せる比べる/5回無料チケット	2.67
初回価格は10,880円引き／予約OK	【スーパー脱毛】お試し1,000円	2.67
2021年最新版/新築中古一戸建て	新築物件お探しはオープンハウス	2.67
期間限定/Web予約は5/31まで	無料お試し/入会金や教材費は0円	2.67
キャッシュバック実施中	新幹線とセットならリーズナブル	2.67
小学生の子供でも簡単操作で安心	ライフスタイルがもっと自由に。	2.67
5年薄毛に悩んだ俺のAGA治療記	「もっと早く行けばよかった」	2.67
【WEB限定キット発売中】	期間限定/￥8,000以上ご購入特典	2.67
さわらずキレイ	お家時間が長くても安心	2.67
即日対応 / 2分で依頼	シーズン前にエアコンをチェック	2.67
しっかり低反発で身体にフィット	最安3,680円から。送料無料	2.67
今、最も人気の製品は？	一覧で比較してまとめて資料請求	2.67
2021年の冬アイテム続々入荷	CALLAWAY APPAREL | 2021 SUMMER	2.67
スタディサプリ英語／公式	2021夏得キャンペーン実施中	2.67
おトクな新料金プラン登場	22,500円キャッシュバック実施中	2.67
ダンボール通販のダンボールワン	【ネットで完結】24時間注文受付	2.67
IKKOイチ押しの新発売ジェリー	5日分お試し1,100円	2.67
【公式】ゼクシィBaby	悪阻がつらい時期の妊婦さん応援	2.67
WEB予約は8月24日17時まで	2月無料体験学習は2月1日から	2.67
恋した君とトマト】イッキ見	ですか～】Huluで最新話配信中	2.67
あなたの人生を変える魔法の25分	オンライン英会話【ビズメイツ】	2.67
2/6(土),2/7(日) U-NEXTで生配信	2021年1月10日(日),11日(月)	2.67
ご購入はコチラ	年齢に負けない快眠体質へ	2.67
２週間分のミニサイズキット	ASTALIFT MENコラボセット	2.67
安心2大キャンペーンは4/11まで	塾にはないおすすめポイント	2.67
オンライン特講つき2月号1/23迄	1月号の最終締切日は1/17	2.67
初回限定/ヒゲ脱毛500円(税込)	入会金・年会費完全無料	2.67
旧AGAスマートクリニック	AGA治療が初回から永遠に4980円	2.67
テレビCM放映中	女性専用キャリアスクール	2.67
今すぐテスト対策できる	４日前後でスピード配送	2.67
PCモニター・液晶ディスプレイ	期間限定セール中／公式	2.67
新年度、まずは身近な自分磨き	今がはじめ時？	2.67
様々な企業様での導入実績あり	ライブ配信で簡単オンライン販売	2.67
トライアルが税込¥9,800-	月々3,000円／ニキビ肌を治す	2.67
期間限定【増量】キャンペーン中	今だけ【送料無料】	2.67
実質1年間月額0円	22,500円キャッシュバック実施中	2.67
女性の年齢に良いと、大評判	今なら全額返金キャンペーン中	2.67
夏得:1回無料体験＆入会金半額	今だけ2週間無料お試し体験	2.67
【大反響】ぐったりママの新習慣	WEBキャンペーンはこちら	2.67
新型NXの情報はこちら	レクサス初のPHEV誕生。	2.67
コンパクトからミニバンまで充実	通勤に便利な特別料金プラン	2.67
2021 THE FACT MUSIC AWARDS	TV独占生中継 スカパー/エムオン	2.67
秋得:入会金無料キャンペーン	秋ｷｬﾝ:今だけ1ｹ月完全無料体験	2.67
2週間無料おためし/おうちジム	1日6分手ごわいお腹の脂肪がｽｯｷﾘ	2.67
QUOカードPAY500円分プレゼント	【期間限定】今だけ60日間無料	2.67
もらえる電気】東京ガス	今なら基本料金3か月無料に	2.67
無料の資料請求はこちら／公式	シニア世代も【オリックス生命】	2.67
【東リベ】コラボ体験入学	まずは無料でかんたん資料請求	2.67
オトクなキャンペーン実施中	お申し込みはこちらから	2.67
細かいデザインや毛量の調整可	【今だけ半額】50%OFF：8／3まで	2.67
【4/30まで】キャンペーン実施中	受講費【全額返金保証】実施中	2.67
全学年・全教科対応のニガテ対策	お得なデビュープランをご提案	2.67
2021年最新《人気》ランキング	1万円だけちょっと借りたい	2.67
全額返金キャンペーン実施中	塾＋進研ゼミで成績アップ	2.67
3,000店舗のサービスショップ	はLIXIL／最短1時間からで完了	2.67
ヤフーJAPANから集客ができる	ヤフービューティー	2.67
ろ過式から静電気式の時代へ	換気しながら部屋を暖かく快適に	2.67
法人限定無料出張サービスあり	ISO27001保有	2.67
抽選で贅沢体験が当たるチャンス	私のきっかけは、ここにある。	2.67
最短2日でお届け	最大5万ポイント特大PT還元祭	2.67
【今だけ500円】12／27迄	お早めのご予約がおすすめ	2.67
エポスポイント+10%分プレゼント	7月開催 マルコとマルオの12日間	2.67
おうちでできる、Baby Kumon	ウェブ予約は8月31日17時まで	2.67
7日間お試しサイズ/￥1,045	多数のメディアで受賞	2.67
最大2ヶ月無料キャンペーン	テレ東の経済番組を見るなら	2.67
キャンペーン開催中	こだわりのエスプレッソマシン	2.67
ガス給湯器80％OFFで迅速交換	空気や換気でお困りの方はこちら	2.67
初回限定約57%OFF	毎月数量限定 早いもの勝ち	2.67
テレビCM放映中／オリックス生命	1口3,000円から自分で選べる	2.67
“好き”を見つけて仕事に	定額・学び放題	2.67
2021年5月最新ランキング	低金利で人気のおまとめローン	2.67
【公式】サブスク／KINTO ONE	レクサスUXが月額74,800円～	2.67
8月号のオススメ締切日は8/1	1か月から始めらるのは4/11まで	2.67
結婚内祝いに人気/ギフト専門店	15,000円から使えるクーポン	2.67
【公式】無料お試しはこちらから	【カンブリア宮殿】見逃し配信も	2.67
luxe journal_Vol.4	Theory luxe×Rita Takahashi	2.67
ブランド買取の高価買取なら	買取分野に特化した専門店	2.67
ハーバーオンラインショップ	ハーバーのスクワランオイル	2.67
小学生ママ満足度No.1タブレット	未就学児向け英語教材満足度No.1	2.67
抽選で10,000円分ポイントあたる	全員50％ポイント還元	2.67
フレックスタイム制、多数掲載中	【2021年最新版】求人情報サイト	2.67
人気商品が今すぐ買える	5Gスマホや人気のパソコン販売中	2.67
【今だけ】最大28,000円OFF	究極のリラックス姿勢を	2.67
夏ｷｬﾝ:1回無料体験＆入会金半額	【公式】5回も無料で試し放題	2.67
ご来店はセール終了後も可能	メンズ脱毛3冠獲得／メンズTBC	2.67
公式／スタジオアリス	おトクなキャンペーン実施中	2.67
期間限定9,980円。7/17まで	大人気ふとん乾燥機が8,980円	2.67
期間限定スペシャルキャンペーン	【公式】2人で結婚式 66,000円～	2.67
電話連絡なしでお金を借りたい	最新キャッシング情報	2.67
完全定額プラン（ネクスト）	NTT西日本公式キャンペーン中	2.67
オンワード公式／冬セール開催中	Mother garden／オンワード公式	2.67
今なら最大31,000ポイント	今だけの金利年0.19%〜1.45%	2.67
親子できれいな文字を	基礎からしっかり学べます	2.67
自宅学習で2学期先取り準備	6月号のオススメ締切は5月30日	2.67
インナーにぴったり快適な着心地	使える定番アイテムがいろいろ	2.67
高性能一眼カメラシリーズ	初めての一眼カメラなら	2.67
街中もアウトドアも楽しもう	お得なスプリングセール開催中	2.67
鍵を出さずに簡単解錠。快適生活	工事不要で賃貸住宅でも安心	2.67
利用者実績No1の税理士紹介	一括見積りで料金比較が可能	2.67
カンタン口座開設はこちら	業界屈指の低スプレッド	2.67
定期コースが初回1箱のみ980円	機能性表示食品	2.67
47都道府県ｌ費用ご確認はコチラ	ブライダル情報総合サイト	2.67
特別キャンペーンのお知らせ	3ヵ月通い放題が1日約99円から	2.67
完全無料でご利用いただけます	料金が安い税理士探しなら	2.67
ドクターシーラボ	初回限定／980円でお試し	2.67
改善するなら発毛剤	AGA治療が4980円	2.67
中小企業基盤整備機構	小規模企業共済	2.67
選ばれるウェビナーツール	顧客接点を最大化する	2.67
開業30周年キャンペーン実施中	ひさびさ旅は新幹線	2.67
2/17(水)19時からウェビナー開催	好きな形式を選べるセミナー	2.67
公式：肌触りの良い肌へ	締切せまる。4／22まで半額500円	2.67
完全個室ジム/月々4,000円～	ダイエット、ライバルは自分。	2.67
お家時間の一工夫	5年連続通販市場売上No.１	2.67
人気漫画の実写ドラマをすぐ視聴	出演：佐藤隆太 市原隼人	2.67
BLACK FRIDAY SALE	最大2万円分のギフト券が当たる	2.67
期間限定【学割】キャンペーン中	3ステップでニキビを根本ケア	2.67
7月6日までの期間限定	【茨城県特集】介護の転職求人	2.67
2022年4月新設第一期生募集	現役のプロスケーターから学べる	2.67
法人様向けキャンペーン実施中	どのネット回線でも解約金を還元	2.67
目覚めろ、Cのツヤ肌	7日間お試しサイズ/￥1,045	2.67
子ども向け成長期サプリ	牛乳に混ぜるだけの成長期飲料	2.67
